"stateFIPS","State","Year","Value","Data Comment","Age Group"
"20","Kansas","1999","Data Not Collected","","65 or older"
"20","Kansas","2000","17.2%","","18 to 24"
"20","Kansas","2000","11.4%","","25 to 34"
"20","Kansas","2000","9.8%","","35 to 44"
"20","Kansas","2000","10.2%","","45 to 54"
"20","Kansas","2000","10.2%","","55 to 64"
"20","Kansas","2000","8.4%","","65 or older"
"20","Kansas","2001","19.1%","","18 to 24"
"20","Kansas","2001","11.3%","","25 to 34"
"20","Kansas","2001","10.3%","","35 to 44"
"20","Kansas","2001","10.6%","","45 to 54"
"20","Kansas","2001","11.0%","","55 to 64"
"20","Kansas","2001","10.2%","","65 or older"
"20","Kansas","2002","18.2%","","18 to 24"
"20","Kansas","2002","11.1%","","25 to 34"
"20","Kansas","2002","11.0%","","35 to 44"
"20","Kansas","2002","9.5%","","45 to 54"
"20","Kansas","2002","10.5%","","55 to 64"
"20","Kansas","2002","8.1%","","65 or older"
"20","Kansas","2003","18.3%","","18 to 24"
"20","Kansas","2003","11.8%","","25 to 34"
"20","Kansas","2003","11.8%","","35 to 44"
"20","Kansas","2003","10.1%","","45 to 54"
"20","Kansas","2003","10.9%","","55 to 64"
"20","Kansas","2003","7.9%","","65 or older"
"20","Kansas","2004","16.3%","","18 to 24"
"20","Kansas","2004","12.4%","","25 to 34"
"20","Kansas","2004","10.9%","","35 to 44"
"20","Kansas","2004","11.5%","","45 to 54"
"20","Kansas","2004","13.8%","","55 to 64"
"20","Kansas","2004","8.9%","","65 or older"
"20","Kansas","2005","14.7%","","18 to 24"
"20","Kansas","2005","11.6%","","25 to 34"
"20","Kansas","2005","10.3%","","35 to 44"
"20","Kansas","2005","10.6%","","45 to 54"
"20","Kansas","2005","11.0%","","55 to 64"
"20","Kansas","2005","7.3%","","65 or older"
"20","Kansas","2006","15.7%","","18 to 24"
"20","Kansas","2006","15.4%","","25 to 34"
"20","Kansas","2006","11.3%","","35 to 44"
"20","Kansas","2006","11.7%","","45 to 54"
"20","Kansas","2006","10.8%","","55 to 64"
"20","Kansas","2006","8.5%","","65 or older"
"20","Kansas","2007","18.5%","","18 to 24"
"20","Kansas","2007","14.5%","","25 to 34"
"20","Kansas","2007","12.0%","","35 to 44"
"20","Kansas","2007","9.5%","","45 to 54"
"20","Kansas","2007","10.5%","","55 to 64"
"20","Kansas","2007","8.9%","","65 or older"
"20","Kansas","2008","20.8%","","18 to 24"
"20","Kansas","2008","14.2%","","25 to 34"
"20","Kansas","2008","13.0%","","35 to 44"
"20","Kansas","2008","12.1%","","45 to 54"
"20","Kansas","2008","10.8%","","55 to 64"
"20","Kansas","2008","9.4%","","65 or older"
"20","Kansas","2009","22.0%","","18 to 24"
"20","Kansas","2009","13.8%","","25 to 34"
"20","Kansas","2009","11.1%","","35 to 44"
"20","Kansas","2009","10.8%","","45 to 54"
"20","Kansas","2009","11.3%","","55 to 64"
"20","Kansas","2009","8.7%","","65 or older"
"20","Kansas","2010","21.5%","","18 to 24"
"20","Kansas","2010","16.0%","","25 to 34"
"20","Kansas","2010","11.9%","","35 to 44"
"20","Kansas","2010","11.3%","","45 to 54"
"20","Kansas","2010","10.9%","","55 to 64"
"20","Kansas","2010","10.3%","","65 or older"
"21","Kentucky","1999","Data Not Collected","","18 to 24"
"21","Kentucky","1999","Data Not Collected","","25 to 34"
"21","Kentucky","1999","Data Not Collected","","35 to 44"
"21","Kentucky","1999","Data Not Collected","","45 to 54"
"21","Kentucky","1999","Data Not Collected","","55 to 64"
"21","Kentucky","1999","Data Not Collected","","65 or older"
"21","Kentucky","2000","14.7%","","18 to 24"
"21","Kentucky","2000","9.8%","","25 to 34"
"21","Kentucky","2000","8.8%","","35 to 44"
"21","Kentucky","2000","10.2%","","45 to 54"
"21","Kentucky","2000","12.6%","","55 to 64"
"21","Kentucky","2000","10.0%","","65 or older"
"21","Kentucky","2001","14.5%","","18 to 24"
"21","Kentucky","2001","9.3%","","25 to 34"
"21","Kentucky","2001","9.4%","","35 to 44"
"21","Kentucky","2001","10.0%","","45 to 54"
"21","Kentucky","2001","12.4%","","55 to 64"
"21","Kentucky","2001","11.7%","","65 or older"
"21","Kentucky","2002","13.8%","","18 to 24"
"21","Kentucky","2002","13.5%","","25 to 34"
"21","Kentucky","2002","11.5%","","35 to 44"
"21","Kentucky","2002","13.9%","","45 to 54"
"21","Kentucky","2002","14.1%","","55 to 64"
"21","Kentucky","2002","10.5%","","65 or older"
"21","Kentucky","2003","15.4%","","18 to 24"
"21","Kentucky","2003","10.4%","","25 to 34"
"21","Kentucky","2003","13.7%","","35 to 44"
"21","Kentucky","2003","11.7%","","45 to 54"
"21","Kentucky","2003","12.5%","","55 to 64"
"21","Kentucky","2003","12.5%","","65 or older"
"21","Kentucky","2004","15.8%","","18 to 24"
"21","Kentucky","2004","16.4%","","25 to 34"
"21","Kentucky","2004","13.1%","","35 to 44"
"21","Kentucky","2004","13.8%","","45 to 54"
"21","Kentucky","2004","14.8%","","55 to 64"
"21","Kentucky","2004","10.1%","","65 or older"
"21","Kentucky","2005","17.7%","","18 to 24"
"21","Kentucky","2005","12.1%","","25 to 34"
"21","Kentucky","2005","14.6%","","35 to 44"
"21","Kentucky","2005","11.8%","","45 to 54"
"21","Kentucky","2005","13.1%","","55 to 64"
"21","Kentucky","2005","11.9%","","65 or older"
"21","Kentucky","2006","12.0%","","18 to 24"
"21","Kentucky","2006","9.1%","","25 to 34"
"21","Kentucky","2006","10.2%","","35 to 44"
"21","Kentucky","2006","15.8%","","45 to 54"
"21","Kentucky","2006","13.6%","","55 to 64"
"21","Kentucky","2006","10.3%","","65 or older"
"21","Kentucky","2007","17.1%","","18 to 24"
"21","Kentucky","2007","13.7%","","25 to 34"
"21","Kentucky","2007","11.2%","","35 to 44"
"21","Kentucky","2007","10.0%","","45 to 54"
"21","Kentucky","2007","13.7%","","55 to 64"
"21","Kentucky","2007","12.5%","","65 or older"
"21","Kentucky","2008","20.2%","","18 to 24"
"21","Kentucky","2008","14.6%","","25 to 34"
"21","Kentucky","2008","11.7%","","35 to 44"
"21","Kentucky","2008","17.4%","","45 to 54"
"21","Kentucky","2008","13.9%","","55 to 64"
"21","Kentucky","2008","12.7%","","65 or older"
"21","Kentucky","2009","24.7%","","18 to 24"
"21","Kentucky","2009","14.7%","","25 to 34"
"21","Kentucky","2009","12.7%","","35 to 44"
"21","Kentucky","2009","15.0%","","45 to 54"
"21","Kentucky","2009","14.4%","","55 to 64"
"21","Kentucky","2009","13.3%","","65 or older"
"21","Kentucky","2010","19.4%","","18 to 24"
"21","Kentucky","2010","18.2%","","25 to 34"
"21","Kentucky","2010","13.4%","","35 to 44"
"21","Kentucky","2010","13.1%","","45 to 54"
"21","Kentucky","2010","14.7%","","55 to 64"
"21","Kentucky","2010","13.1%","","65 or older"
"22","Louisiana","1999","16.5%","","18 to 24"
"22","Louisiana","1999","9.5%","","25 to 34"
"22","Louisiana","1999","5.5%","","35 to 44"
"22","Louisiana","1999","10.1%","","45 to 54"
"22","Louisiana","1999","6.5%","","55 to 64"
"22","Louisiana","1999","8.2%","","65 or older"
"22","Louisiana","2000","10.0%","","18 to 24"
"22","Louisiana","2000","8.8%","","25 to 34"
"22","Louisiana","2000","8.7%","","35 to 44"
"22","Louisiana","2000","6.6%","","45 to 54"
"22","Louisiana","2000","7.0%","","55 to 64"
"22","Louisiana","2000","6.9%","","65 or older"
"22","Louisiana","2001","10.3%","","18 to 24"
"22","Louisiana","2001","10.0%","","25 to 34"
"22","Louisiana","2001","9.2%","","35 to 44"
"22","Louisiana","2001","9.1%","","45 to 54"
"22","Louisiana","2001","7.2%","","55 to 64"
"22","Louisiana","2001","8.9%","","65 or older"
"22","Louisiana","2002","16.8%","","18 to 24"
"22","Louisiana","2002","10.2%","","25 to 34"
"22","Louisiana","2002","9.3%","","35 to 44"
"22","Louisiana","2002","10.7%","","45 to 54"
"22","Louisiana","2002","9.2%","","55 to 64"
"22","Louisiana","2002","7.1%","","65 or older"
"22","Louisiana","2003","14.6%","","18 to 24"
"22","Louisiana","2003","9.6%","","25 to 34"
"22","Louisiana","2003","8.6%","","35 to 44"
"22","Louisiana","2003","10.4%","","45 to 54"
"22","Louisiana","2003","9.5%","","55 to 64"
"22","Louisiana","2003","9.2%","","65 or older"
"22","Louisiana","2004","13.4%","","18 to 24"
"22","Louisiana","2004","10.9%","","25 to 34"
"22","Louisiana","2004","10.8%","","35 to 44"
"22","Louisiana","2004","11.7%","","45 to 54"
"22","Louisiana","2004","13.7%","","55 to 64"
"22","Louisiana","2004","10.7%","","65 or older"
"22","Louisiana","2005","17.8%","","18 to 24"
"22","Louisiana","2005","8.5%","","25 to 34"
"22","Louisiana","2005","12.2%","","35 to 44"
"22","Louisiana","2005","8.0%","","45 to 54"
"22","Louisiana","2005","9.4%","","55 to 64"
"22","Louisiana","2005","9.6%","","65 or older"
"22","Louisiana","2006","16.4%","","18 to 24"
"22","Louisiana","2006","10.5%","","25 to 34"
"22","Louisiana","2006","8.4%","","35 to 44"
"22","Louisiana","2006","9.8%","","45 to 54"
"22","Louisiana","2006","11.3%","","55 to 64"
"22","Louisiana","2006","9.4%","","65 or older"
"22","Louisiana","2007","14.4%","","18 to 24"
"22","Louisiana","2007","9.3%","","25 to 34"
"22","Louisiana","2007","9.8%","","35 to 44"
"22","Louisiana","2007","9.1%","","45 to 54"
"22","Louisiana","2007","10.3%","","55 to 64"
"22","Louisiana","2007","10.1%","","65 or older"
"22","Louisiana","2008","17.7%","","18 to 24"
"22","Louisiana","2008","11.9%","","25 to 34"
"22","Louisiana","2008","11.2%","","35 to 44"
"22","Louisiana","2008","11.2%","","45 to 54"
"22","Louisiana","2008","10.5%","","55 to 64"
"22","Louisiana","2008","8.8%","","65 or older"
"22","Louisiana","2009","15.4%","","18 to 24"
"22","Louisiana","2009","13.3%","","25 to 34"
"22","Louisiana","2009","10.7%","","35 to 44"
"22","Louisiana","2009","10.0%","","45 to 54"
"22","Louisiana","2009","9.4%","","55 to 64"
"22","Louisiana","2009","8.5%","","65 or older"
"22","Louisiana","2010","17.0%","","18 to 24"
"22","Louisiana","2010","12.6%","","25 to 34"
"22","Louisiana","2010","9.1%","","35 to 44"
"22","Louisiana","2010","10.4%","","45 to 54"
"22","Louisiana","2010","11.8%","","55 to 64"
"22","Louisiana","2010","9.8%","","65 or older"
"23","Maine","1999","24.4%","","18 to 24"
"23","Maine","1999","10.7%","","25 to 34"
"23","Maine","1999","12.5%","","35 to 44"
"23","Maine","1999","10.8%","","45 to 54"
"23","Maine","1999","7.8%","","55 to 64"
"23","Maine","1999","12.3%","","65 or older"
"23","Maine","2000","19.4%","","18 to 24"
"23","Maine","2000","15.5%","","25 to 34"
"23","Maine","2000","10.7%","","35 to 44"
"23","Maine","2000","10.7%","","45 to 54"
"23","Maine","2000","7.4%","","55 to 64"
"23","Maine","2000","12.4%","","65 or older"
"23","Maine","2001","20.4%","","18 to 24"
"23","Maine","2001","13.9%","","25 to 34"
"23","Maine","2001","10.5%","","35 to 44"
"23","Maine","2001","10.3%","","45 to 54"
"23","Maine","2001","12.9%","","55 to 64"
"23","Maine","2001","10.9%","","65 or older"
"23","Maine","2002","16.5%","","18 to 24"
"23","Maine","2002","15.6%","","25 to 34"
"23","Maine","2002","10.4%","","35 to 44"
"23","Maine","2002","14.5%","","45 to 54"
"23","Maine","2002","14.1%","","55 to 64"
"23","Maine","2002","12.8%","","65 or older"
"23","Maine","2003","19.2%","","18 to 24"
"23","Maine","2003","13.5%","","25 to 34"
"23","Maine","2003","13.7%","","35 to 44"
"23","Maine","2003","11.6%","","45 to 54"
"23","Maine","2003","14.8%","","55 to 64"
"23","Maine","2003","10.5%","","65 or older"
"23","Maine","2004","22.8%","","18 to 24"
"23","Maine","2004","15.3%","","25 to 34"
"23","Maine","2004","15.7%","","35 to 44"
"23","Maine","2004","13.6%","","45 to 54"
"23","Maine","2004","12.7%","","55 to 64"
"23","Maine","2004","10.8%","","65 or older"
"23","Maine","2005","27.0%","","18 to 24"
"23","Maine","2005","15.9%","","25 to 34"
"23","Maine","2005","15.2%","","35 to 44"
"23","Maine","2005","12.3%","","45 to 54"
"23","Maine","2005","12.9%","","55 to 64"
"23","Maine","2005","10.4%","","65 or older"
"23","Maine","2006","21.5%","","18 to 24"
"23","Maine","2006","16.2%","","25 to 34"
"23","Maine","2006","13.7%","","35 to 44"
"23","Maine","2006","11.3%","","45 to 54"
"23","Maine","2006","13.1%","","55 to 64"
"23","Maine","2006","11.6%","","65 or older"
"23","Maine","2007","26.0%","","18 to 24"
"23","Maine","2007","19.0%","","25 to 34"
"23","Maine","2007","13.7%","","35 to 44"
"23","Maine","2007","13.4%","","45 to 54"
"23","Maine","2007","11.9%","","55 to 64"
"23","Maine","2007","11.8%","","65 or older"
"23","Maine","2008","23.3%","","18 to 24"
"23","Maine","2008","19.2%","","25 to 34"
"23","Maine","2008","17.4%","","35 to 44"
"23","Maine","2008","14.4%","","45 to 54"
"23","Maine","2008","12.1%","","55 to 64"
"23","Maine","2008","11.8%","","65 or older"
"23","Maine","2009","20.0%","","18 to 24"
"23","Maine","2009","19.8%","","25 to 34"
"23","Maine","2009","14.7%","","35 to 44"
"23","Maine","2009","15.5%","","45 to 54"
"23","Maine","2009","11.8%","","55 to 64"
"23","Maine","2009","12.4%","","65 or older"
"23","Maine","2010","21.8%","","18 to 24"
"23","Maine","2010","20.6%","","25 to 34"
"23","Maine","2010","13.8%","","35 to 44"
"23","Maine","2010","13.5%","","45 to 54"
"23","Maine","2010","16.1%","","55 to 64"
"23","Maine","2010","12.3%","","65 or older"
"24","Maryland","1999","Data Not Collected","","18 to 24"
"24","Maryland","1999","Data Not Collected","","25 to 34"
"24","Maryland","1999","Data Not Collected","","35 to 44"
"24","Maryland","1999","Data Not Collected","","45 to 54"
"24","Maryland","1999","Data Not Collected","","55 to 64"
"24","Maryland","1999","Data Not Collected","","65 or older"
"24","Maryland","2000","18.3%","","18 to 24"
"24","Maryland","2000","12.9%","","25 to 34"
"24","Maryland","2000","9.2%","","35 to 44"
"24","Maryland","2000","9.8%","","45 to 54"
"24","Maryland","2000","8.8%","","55 to 64"
"24","Maryland","2000","6.3%","","65 or older"
"24","Maryland","2001","15.9%","","18 to 24"
"24","Maryland","2001","12.6%","","25 to 34"
"24","Maryland","2001","9.6%","","35 to 44"
"24","Maryland","2001","10.5%","","45 to 54"
"24","Maryland","2001","13.1%","","55 to 64"
"24","Maryland","2001","7.5%","","65 or older"
"24","Maryland","2002","16.9%","","18 to 24"
"24","Maryland","2002","15.5%","","25 to 34"
"24","Maryland","2002","10.1%","","35 to 44"
"24","Maryland","2002","12.2%","","45 to 54"
"24","Maryland","2002","10.2%","","55 to 64"
"24","Maryland","2002","11.0%","","65 or older"
"24","Maryland","2003","22.3%","","18 to 24"
"24","Maryland","2003","12.6%","","25 to 34"
"24","Maryland","2003","11.3%","","35 to 44"
"24","Maryland","2003","10.9%","","45 to 54"
"24","Maryland","2003","10.6%","","55 to 64"
"24","Maryland","2003","10.4%","","65 or older"
"24","Maryland","2004","18.7%","","18 to 24"
"24","Maryland","2004","15.3%","","25 to 34"
"24","Maryland","2004","13.5%","","35 to 44"
"24","Maryland","2004","14.5%","","45 to 54"
"24","Maryland","2004","11.8%","","55 to 64"
"24","Maryland","2004","10.8%","","65 or older"
"24","Maryland","2005","20.9%","","18 to 24"
"24","Maryland","2005","14.5%","","25 to 34"
"24","Maryland","2005","12.9%","","35 to 44"
"24","Maryland","2005","12.8%","","45 to 54"
"24","Maryland","2005","11.2%","","55 to 64"
"24","Maryland","2005","8.3%","","65 or older"
"24","Maryland","2006","22.2%","","18 to 24"
"24","Maryland","2006","14.8%","","25 to 34"
"24","Maryland","2006","11.3%","","35 to 44"
"24","Maryland","2006","13.1%","","45 to 54"
"24","Maryland","2006","11.8%","","55 to 64"
"24","Maryland","2006","9.9%","","65 or older"
"24","Maryland","2007","13.6%","","18 to 24"
"24","Maryland","2007","12.6%","","25 to 34"
"24","Maryland","2007","13.6%","","35 to 44"
"24","Maryland","2007","13.7%","","45 to 54"
"24","Maryland","2007","11.4%","","55 to 64"
"24","Maryland","2007","12.9%","","65 or older"
"24","Maryland","2008","18.3%","","18 to 24"
"24","Maryland","2008","16.8%","","25 to 34"
"24","Maryland","2008","12.8%","","35 to 44"
"24","Maryland","2008","14.0%","","45 to 54"
"24","Maryland","2008","14.1%","","55 to 64"
"24","Maryland","2008","10.9%","","65 or older"
"24","Maryland","2009","21.1%","","18 to 24"
"24","Maryland","2009","16.9%","","25 to 34"
"24","Maryland","2009","13.2%","","35 to 44"
"24","Maryland","2009","11.6%","","45 to 54"
"24","Maryland","2009","12.2%","","55 to 64"
"24","Maryland","2009","10.6%","","65 or older"
"24","Maryland","2010","15.6%","","18 to 24"
"24","Maryland","2010","15.3%","","25 to 34"
"24","Maryland","2010","10.7%","","35 to 44"
"24","Maryland","2010","11.6%","","45 to 54"
"24","Maryland","2010","13.1%","","55 to 64"
"24","Maryland","2010","9.7%","","65 or older"
"25","Massachusetts","1999","Data Not Collected","","18 to 24"
"25","Massachusetts","1999","Data Not Collected","","25 to 34"
"25","Massachusetts","1999","Data Not Collected","","35 to 44"
"25","Massachusetts","1999","Data Not Collected","","45 to 54"
"25","Massachusetts","1999","Data Not Collected","","55 to 64"
"25","Massachusetts","1999","Data Not Collected","","65 or older"
"25","Massachusetts","2000","17.7%","","18 to 24"
"25","Massachusetts","2000","12.2%","","25 to 34"
"25","Massachusetts","2000","11.6%","","35 to 44"
"25","Massachusetts","2000","12.5%","","45 to 54"
"25","Massachusetts","2000","11.7%","","55 to 64"
"25","Massachusetts","2000","7.6%","","65 or older"
"25","Massachusetts","2001","17.5%","","18 to 24"
"25","Massachusetts","2001","15.3%","","25 to 34"
"25","Massachusetts","2001","13.7%","","35 to 44"
"25","Massachusetts","2001","11.5%","","45 to 54"
"25","Massachusetts","2001","11.7%","","55 to 64"
"25","Massachusetts","2001","9.6%","","65 or older"
"25","Massachusetts","2002","20.1%","","18 to 24"
"25","Massachusetts","2002","15.2%","","25 to 34"
"25","Massachusetts","2002","11.2%","","35 to 44"
"25","Massachusetts","2002","13.0%","","45 to 54"
"25","Massachusetts","2002","12.2%","","55 to 64"
"25","Massachusetts","2002","8.1%","","65 or older"
"25","Massachusetts","2003","20.5%","","18 to 24"
"25","Massachusetts","2003","16.9%","","25 to 34"
"25","Massachusetts","2003","13.7%","","35 to 44"
"25","Massachusetts","2003","14.3%","","45 to 54"
"25","Massachusetts","2003","12.1%","","55 to 64"
"25","Massachusetts","2003","10.7%","","65 or older"
"25","Massachusetts","2004","19.0%","","18 to 24"
"25","Massachusetts","2004","16.5%","","25 to 34"
"25","Massachusetts","2004","13.8%","","35 to 44"
"25","Massachusetts","2004","13.9%","","45 to 54"
"25","Massachusetts","2004","15.0%","","55 to 64"
"25","Massachusetts","2004","12.6%","","65 or older"
"25","Massachusetts","2005","18.0%","","18 to 24"
"25","Massachusetts","2005","16.4%","","25 to 34"
"25","Massachusetts","2005","13.0%","","35 to 44"
"25","Massachusetts","2005","13.5%","","45 to 54"
"25","Massachusetts","2005","15.5%","","55 to 64"
"25","Massachusetts","2005","10.7%","","65 or older"
"25","Massachusetts","2006","17.5%","","18 to 24"
"25","Massachusetts","2006","19.3%","","25 to 34"
"25","Massachusetts","2006","13.3%","","35 to 44"
"25","Massachusetts","2006","14.5%","","45 to 54"
"25","Massachusetts","2006","13.8%","","55 to 64"
"25","Massachusetts","2006","10.0%","","65 or older"
"25","Massachusetts","2007","23.7%","","18 to 24"
"25","Massachusetts","2007","18.2%","","25 to 34"
"25","Massachusetts","2007","14.4%","","35 to 44"
"25","Massachusetts","2007","15.4%","","45 to 54"
"25","Massachusetts","2007","14.1%","","55 to 64"
"25","Massachusetts","2007","12.0%","","65 or older"
"25","Massachusetts","2008","19.5%","","18 to 24"
"25","Massachusetts","2008","17.4%","","25 to 34"
"25","Massachusetts","2008","13.2%","","35 to 44"
"25","Massachusetts","2008","14.4%","","45 to 54"
"25","Massachusetts","2008","14.0%","","55 to 64"
"25","Massachusetts","2008","12.0%","","65 or older"
"25","Massachusetts","2009","23.2%","","18 to 24"
"25","Massachusetts","2009","18.6%","","25 to 34"
"25","Massachusetts","2009","15.6%","","35 to 44"
"25","Massachusetts","2009","13.6%","","45 to 54"
"25","Massachusetts","2009","14.1%","","55 to 64"
"25","Massachusetts","2009","12.1%","","65 or older"
"25","Massachusetts","2010","26.2%","","18 to 24"
"25","Massachusetts","2010","19.4%","","25 to 34"
"25","Massachusetts","2010","14.7%","","35 to 44"
"25","Massachusetts","2010","14.2%","","45 to 54"
"25","Massachusetts","2010","14.0%","","55 to 64"
"25","Massachusetts","2010","12.7%","","65 or older"
"26","Michigan","1999","Data Not Collected","","18 to 24"
"26","Michigan","1999","Data Not Collected","","25 to 34"
"26","Michigan","1999","Data Not Collected","","35 to 44"
"26","Michigan","1999","Data Not Collected","","45 to 54"
"26","Michigan","1999","Data Not Collected","","55 to 64"
"26","Michigan","1999","Data Not Collected","","65 or older"
"26","Michigan","2000","12.2%","","18 to 24"
"26","Michigan","2000","9.5%","","25 to 34"
"26","Michigan","2000","10.2%","","35 to 44"
"26","Michigan","2000","10.0%","","45 to 54"
"26","Michigan","2000","14.4%","","55 to 64"
"26","Michigan","2000","7.2%","","65 or older"
"26","Michigan","2001","21.2%","","18 to 24"
"26","Michigan","2001","13.6%","","25 to 34"
"26","Michigan","2001","10.7%","","35 to 44"
"26","Michigan","2001","10.5%","","45 to 54"
"26","Michigan","2001","12.5%","","55 to 64"
"26","Michigan","2001","8.6%","","65 or older"
"26","Michigan","2002","16.9%","","18 to 24"
"26","Michigan","2002","13.1%","","25 to 34"
"26","Michigan","2002","12.0%","","35 to 44"
"26","Michigan","2002","11.0%","","45 to 54"
"26","Michigan","2002","14.2%","","55 to 64"
"26","Michigan","2002","11.6%","","65 or older"
"26","Michigan","2003","20.0%","","18 to 24"
"26","Michigan","2003","13.9%","","25 to 34"
"26","Michigan","2003","11.4%","","35 to 44"
"26","Michigan","2003","14.3%","","45 to 54"
"26","Michigan","2003","12.9%","","55 to 64"
"26","Michigan","2003","10.6%","","65 or older"
"26","Michigan","2004","17.3%","","18 to 24"
"26","Michigan","2004","15.8%","","25 to 34"
"26","Michigan","2004","10.9%","","35 to 44"
"26","Michigan","2004","13.1%","","45 to 54"
"26","Michigan","2004","14.0%","","55 to 64"
"26","Michigan","2004","11.1%","","65 or older"
"26","Michigan","2005","18.2%","","18 to 24"
"26","Michigan","2005","14.5%","","25 to 34"
"26","Michigan","2005","15.0%","","35 to 44"
"26","Michigan","2005","12.4%","","45 to 54"
"26","Michigan","2005","12.4%","","55 to 64"
"26","Michigan","2005","11.6%","","65 or older"
"26","Michigan","2006","18.6%","","18 to 24"
"26","Michigan","2006","15.6%","","25 to 34"
"26","Michigan","2006","13.6%","","35 to 44"
"26","Michigan","2006","12.6%","","45 to 54"
"26","Michigan","2006","14.4%","","55 to 64"
"26","Michigan","2006","11.0%","","65 or older"
"26","Michigan","2007","20.7%","","18 to 24"
"26","Michigan","2007","18.9%","","25 to 34"
"26","Michigan","2007","15.4%","","35 to 44"
"26","Michigan","2007","12.3%","","45 to 54"
"26","Michigan","2007","13.4%","","55 to 64"
"26","Michigan","2007","9.6%","","65 or older"
"26","Michigan","2008","28.4%","","18 to 24"
"26","Michigan","2008","15.6%","","25 to 34"
"26","Michigan","2008","12.8%","","35 to 44"
"26","Michigan","2008","14.1%","","45 to 54"
"26","Michigan","2008","13.5%","","55 to 64"
"26","Michigan","2008","11.6%","","65 or older"
"26","Michigan","2009","22.1%","","18 to 24"
"26","Michigan","2009","17.4%","","25 to 34"
"26","Michigan","2009","15.1%","","35 to 44"
"26","Michigan","2009","15.4%","","45 to 54"
"26","Michigan","2009","15.3%","","55 to 64"
"26","Michigan","2009","10.9%","","65 or older"
"26","Michigan","2010","20.9%","","18 to 24"
"26","Michigan","2010","17.8%","","25 to 34"
"26","Michigan","2010","17.7%","","35 to 44"
"26","Michigan","2010","12.7%","","45 to 54"
"26","Michigan","2010","14.5%","","55 to 64"
"26","Michigan","2010","12.7%","","65 or older"
"27","Minnesota","1999","Data Not Collected","","18 to 24"
"27","Minnesota","1999","Data Not Collected","","25 to 34"
"27","Minnesota","1999","Data Not Collected","","35 to 44"
"27","Minnesota","1999","Data Not Collected","","45 to 54"
"27","Minnesota","1999","Data Not Collected","","55 to 64"
"27","Minnesota","1999","Data Not Collected","","65 or older"
"27","Minnesota","2000","17.4%","","18 to 24"
"27","Minnesota","2000","6.8%","","25 to 34"
"27","Minnesota","2000","8.7%","","35 to 44"
"27","Minnesota","2000","7.6%","","45 to 54"
"27","Minnesota","2000","11.1%","","55 to 64"
"27","Minnesota","2000","9.0%","","65 or older"
"27","Minnesota","2001","14.6%","","18 to 24"
"27","Minnesota","2001","11.3%","","25 to 34"
"27","Minnesota","2001","8.3%","","35 to 44"
"27","Minnesota","2001","9.2%","","45 to 54"
"27","Minnesota","2001","12.3%","","55 to 64"
"27","Minnesota","2001","7.2%","","65 or older"
"27","Minnesota","2002","13.7%","","18 to 24"
"27","Minnesota","2002","13.8%","","25 to 34"
"27","Minnesota","2002","10.7%","","35 to 44"
"27","Minnesota","2002","10.1%","","45 to 54"
"27","Minnesota","2002","7.9%","","55 to 64"
"27","Minnesota","2002","11.3%","","65 or older"
"27","Minnesota","2003","20.6%","","18 to 24"
"27","Minnesota","2003","9.8%","","25 to 34"
"27","Minnesota","2003","9.7%","","35 to 44"
"27","Minnesota","2003","10.8%","","45 to 54"
"27","Minnesota","2003","6.4%","","55 to 64"
"27","Minnesota","2003","7.0%","","65 or older"
"27","Minnesota","2004","18.3%","","18 to 24"
"27","Minnesota","2004","11.6%","","25 to 34"
"27","Minnesota","2004","9.9%","","35 to 44"
"27","Minnesota","2004","10.4%","","45 to 54"
"27","Minnesota","2004","10.7%","","55 to 64"
"27","Minnesota","2004","10.2%","","65 or older"
"27","Minnesota","2005","20.9%","","18 to 24"
"27","Minnesota","2005","12.1%","","25 to 34"
"27","Minnesota","2005","10.9%","","35 to 44"
"27","Minnesota","2005","7.2%","","45 to 54"
"27","Minnesota","2005","11.0%","","55 to 64"
"27","Minnesota","2005","11.2%","","65 or older"
"27","Minnesota","2006","17.6%","","18 to 24"
"27","Minnesota","2006","11.6%","","25 to 34"
"27","Minnesota","2006","9.9%","","35 to 44"
"27","Minnesota","2006","9.4%","","45 to 54"
"27","Minnesota","2006","10.5%","","55 to 64"
"27","Minnesota","2006","9.2%","","65 or older"
"27","Minnesota","2007","17.0%","","18 to 24"
"27","Minnesota","2007","10.7%","","25 to 34"
"27","Minnesota","2007","10.2%","","35 to 44"
"27","Minnesota","2007","10.3%","","45 to 54"
"27","Minnesota","2007","10.1%","","55 to 64"
"27","Minnesota","2007","8.1%","","65 or older"
"27","Minnesota","2008","17.7%","","18 to 24"
"27","Minnesota","2008","13.7%","","25 to 34"
"27","Minnesota","2008","12.4%","","35 to 44"
"27","Minnesota","2008","12.0%","","45 to 54"
"27","Minnesota","2008","12.5%","","55 to 64"
"27","Minnesota","2008","6.9%","","65 or older"
"27","Minnesota","2009","13.8%","","18 to 24"
"27","Minnesota","2009","10.4%","","25 to 34"
"27","Minnesota","2009","8.9%","","35 to 44"
"27","Minnesota","2009","9.1%","","45 to 54"
"27","Minnesota","2009","7.4%","","55 to 64"
"27","Minnesota","2009","8.7%","","65 or older"
"27","Minnesota","2010","17.4%","","18 to 24"
"27","Minnesota","2010","12.1%","","25 to 34"
"27","Minnesota","2010","10.1%","","35 to 44"
"27","Minnesota","2010","9.8%","","45 to 54"
"27","Minnesota","2010","9.0%","","55 to 64"
